V1 V2
1 0.01 0.509808255451658
2 0.0266386554621849 0.525736219619413
3 0.0432773109243697 0.535564750273835
4 0.0599159663865546 0.548580048676043
5 0.0765546218487395 0.568903964873114
6 0.0931932773109244 0.581889902979376
7 0.109831932773109 0.583997371436576
8 0.126470588235294 0.594860800976133
9 0.143109243697479 0.580389912909166
10 0.159747899159664 0.583754898124212
11 0.176386554621849 0.576309872960277
12 0.193025210084034 0.550266472229955
13 0.209663865546218 0.641829778642564
14 0.226302521008403 0.674021140761467
15 0.242941176470588 0.675951997824852
16 0.259579831932773 0.604895385010754
17 0.276218487394958 0.573805978302078
18 0.292857142857143 0.619035580643836
19 0.309495798319328 0.835135503242397
20 0.326134453781513 0.523212677401128
21 0.342773109243697 0.662125002760585
22 0.359411764705882 0.932409927654207
23 0.376050420168067 0.5411091485651
24 0.392689075630252 0.771756474157449
25 0.409327731092437 0.686958980912883
26 0.425966386554622 0.644826675449752
27 0.442605042016807 0.385848907924788
28 0.459243697478992 0.730593433863578
29 0.475882352941176 0.278643273912815
30 0.492521008403361 0.973579848837842
31 0.509159663865546 0.677294842952744
32 0.525798319327731 1.23071004454869
33 0.542436974789916 0.532200604859105
34 0.559075630252101 0.487377472144318
35 0.575714285714286 0.845648041511372
36 0.592352941176471 0.577861328041519
37 0.608991596638655 0.39932127806822
38 0.62563025210084 0.782277728774709
39 0.642268907563025 1.12004481274313
40 0.65890756302521 0.473391669939074
41 0.675546218487395 0.55710991616725
42 0.69218487394958 1.06217655203625
43 0.708823529411765 0.144973222972198
44 0.72546218487395 1.31912812369223
45 0.742100840336134 1.01586627889523
46 0.758739495798319 0.407756603460479
47 0.775378151260504 -1.20701844985379
48 0.792016806722689 0.499941745005859
49 0.808655462184874 0.0655582990995532
50 0.825294117647059 0.297211970402134
51 0.841932773109244 0.40282290512965
52 0.858571428571429 0.130302304523691
53 0.875210084033613 0.967368403427361
54 0.891848739495798 1.11325484293876
55 0.908487394957983 1.46939884753741
56 0.925126050420168 1.29223910247529
57 0.941764705882353 0.280207688901493
58 0.958403361344538 -1.4875507452181
59 0.975042016806723 -0.141807609748351
60 0.991680672268907 -0.253560220303432
61 1.00831932773109 0.399491897885866
62 1.02495798319328 -0.235140923735859
63 1.04159663865546 2.16177329688358
64 1.05823529411765 -0.412577937537505
65 1.07487394957983 0.309071865065063
66 1.09151260504202 -0.869910182125478
67 1.1081512605042 2.32776041201449
68 1.12478991596639 2.62244129968246
69 1.14142857142857 0.394272636153427
70 1.15806722689076 -0.105728192368848
71 1.17470588235294 -1.21609002538087
72 1.19134453781513 0.75373783883213
73 1.20798319327731 -2.24598098516485
74 1.2246218487395 -1.12745424495625
75 1.24126050420168 1.9597010299991
76 1.25789915966387 0.268429319335592
77 1.27453781512605 0.0425976199552677
78 1.29117647058824 0.454957236677786
79 1.30781512605042 -0.0878137481710569
80 1.3244537815126 1.53318121863664
81 1.34109243697479 0.602099394338478
82 1.35773109243697 1.75903190238313
83 1.37436974789916 0.807451794790128
84 1.39100840336134 -0.548424381577261
85 1.40764705882353 -0.0632263518877497
86 1.42428571428571 2.00298148607514
87 1.4409243697479 2.71844621424393
88 1.45756302521008 0.413863316216154
89 1.47420168067227 0.0532010743793743
90 1.49084033613445 2.57734379171104
91 1.50747899159664 -0.604832856123463
92 1.52411764705882 0.953803949265122
93 1.54075630252101 0.993320551163108
94 1.55739495798319 1.11347452652902
95 1.57403361344538 0.619820534946191
96 1.59067226890756 1.41596754498816
97 1.60731092436975 1.0900043778363
98 1.62394957983193 0.787033129181315
99 1.64058823529412 0.394603790256998
100 1.6572268907563 1.19610270360146
101 1.67386554621849 1.26956984531883
102 1.69050420168067 1.35887140643273
103 1.70714285714286 1.0088556829909
104 1.72378151260504 0.899815645451401
105 1.74042016806723 1.45533679482944
106 1.75705882352941 1.82080219713892
107 1.7736974789916 1.50204693212212
108 1.79033613445378 1.62222737060145
109 1.80697478991597 1.57905083689907
110 1.82361344537815 1.72099115433633
111 1.84025210084034 1.96681656426017
112 1.85689075630252 1.90535304849774
113 1.87352941176471 1.81719787819076
114 1.89016806722689 1.97233923023533
115 1.90680672268908 2.08392223562522
116 1.92344537815126 2.14372980085019
117 1.94008403361345 2.20006331465492
118 1.95672268907563 2.29647568027683
119 1.97336134453781 2.3707667299617
120 1.99 2.4502706458421
