V1 V2
1 2.72940056398511 6.03238547210531
2 5.73397820536047 10.5993390183483
3 4.2869033254683 9.2501749306742
4 3.819909600541 9.2071391285306
5 3.8444218672812 9.83196751062606
6 3.83553906250745 10.3954589988945
7 4.2307154731825 10.8465296751318
8 5.61707603558898 12.6223695103406
9 2.73109863419086 8.68119767012319
10 2.75790225248784 10.5795625252779
11 3.4195989863947 10.8522206849657
12 2.40374060999602 9.7269174119424
13 5.83241611160338 16.1376266322606
14 5.79979279451072 14.4550410987549
15 2.59391911234707 11.662863917889
16 4.82599508203566 16.2714738851929
17 5.80122943408787 13.6423186255322
18 2.08690793719143 7.50526232488474
19 4.91992175485939 11.6680786682908
20 4.83694681990892 11.3703012724913
21 3.10424397792667 6.18575090778593
22 5.76607115473598 10.5896041455744
23 5.14411324448884 10.2647868246458
24 2.80654301960021 6.38218344605122
25 5.73720965813845 10.2305942554479
26 3.01920606289059 6.66994569196861
27 4.54915529582649 9.0108129619043
28 4.80740614701062 8.48081874546481
29 2.1925605032593 6.54915875771053
30 4.23581216577441 8.47307777022135
31 3.78371155355126 7.44164380412783
32 3.45348888635635 6.41120289911416
33 4.20548881404102 8.93896210232495
34 5.72883059456944 10.5546695080265
35 4.08904917165637 8.17627328340327
36 3.76475518383086 8.62092441266768
37 2.04833650682122 7.78602909558889
38 3.13542975112796 5.56849996284424
39 5.04852145537734 8.87652540240884
40 2.8633115272969 6.83960783823589
41 5.51940680481493 9.76243266399176
42 5.46423641312867 8.99580652679577
43 4.02479723189026 7.26279255947671
44 4.81695638969541 7.67785268490453
45 2.82592934463173 4.50902412275048
46 5.30175912380219 6.0968113917402
47 5.17104637343436 7.84985986171419
48 4.74894921388477 7.21201342543034
49 5.20561882480979 8.29838372026153
50 5.38821131270379 9.65391133899723
51 5.83835550863296 8.9420886895568
52 5.79360996000469 9.44636120308225
53 5.99476144090295 11.1057458404237
54 5.40519028436393 12.1844310344763
55 4.89718760270625 9.94095326990597
56 4.86688025388867 10.8965027489746
57 4.0668874187395 9.7340369378356
58 3.00205842033029 6.75100433381198
59 5.43248386122286 10.1272983517244
60 5.69698047544807 10.7192261683674
61 5.50474716536701 10.6654923797734
62 3.55863173678517 8.75947685462052
63 5.89957453217357 11.4490461135068
64 3.99017653148621 9.12658458941043
65 5.27159300353378 12.261842413297
66 4.02814489416778 9.95717246803917
67 2.83996110782027 7.37071561709354
68 5.53776228707284 11.043205445501
69 5.37446539476514 11.1630312001723
70 4.03795304056257 7.03912890995776
71 4.41461117938161 8.30590022955647
72 3.17140417080373 6.26843087898407
73 3.69178587663919 8.88419825354426
74 2.54878338053823 6.48166082542553
75 3.35440390184522 7.50177863596552
76 5.2398351226002 9.44439454187655
77 3.91430987883359 7.20685734860395
78 4.6697796843946 7.61472375677246
79 3.08135537523776 4.42010632832302
80 3.83951926510781 7.31109067300595
